row_id,user_email,user_full_name,user_phone,user_city,user_status,blood_type,donor_level,last_donation_date,preferred_channel,campaign_name,campaign_city,campaign_start_date,campaign_end_date,appointment_scheduled_at,appointment_status,appointment_location,notification_channel,notification_message,notification_status,notification_sent_at,ticket_id,ticket_subject,ticket_category,ticket_priority,ticket_status,ticket_tag_1,ticket_tag_2,ticket_tag_3,event_type,event_at,message_author_type,message_author_name,message_body,attachment_url,related_type,related_ref
458,user164@mail.com,Santiago Herrera,3715437993,Sabaneta,ACTIVE,A+,SILVER,2025-09-02,EMAIL,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000087,Error al confirmar cita,CAMPAIGNS,P3,RESOLVED,provider,reminder,ui,TICKET_STATUS_CHANGED,2026-02-19 15:23:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000137
459,user177@mail.com,Valentina Mejia,3887676772,Medellin,ACTIVE,A-,SILVER,2025-09-09,EMAIL,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000024,No veo la campaña en mi ciudad,ACCOUNT,P1,OPEN,timezone,reminder,duplicate,TICKET_CREATED,2026-02-20 01:09:00,USER,Valentina Mejia,Tengo un problema y no sé qué pasó.,,APPOINTMENT,APPT-000084
460,user134@mail.com,Maria Ramirez,3152742054,Itagui,ACTIVE,A+,GOLD,2026-02-11,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000009,El SMS falló,ACCOUNT,P4,RESOLVED,sms,email,timezone,TICKET_STATUS_CHANGED,2026-02-12 00:35:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000259
461,user119@mail.com,Carolina Torres,3537147321,Medellin,ACTIVE,AB+,GOLD,2025-12-17,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000077,Error al confirmar cita,NOTIFICATIONS,P3,OPEN,ui,,,TICKET_MESSAGE,2026-02-17 00:10:00,USER,Carolina Torres,"Sí, confirmo los datos.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000107
462,user164@mail.com,Santiago Herrera,3715437993,Sabaneta,ACTIVE,A+,SILVER,2025-09-02,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000087,Error al confirmar cita,CAMPAIGNS,P3,IN_PROGRESS,reminder,whatsapp,,TICKET_STATUS_CHANGED,2026-02-19 14:06:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000137
463,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000006,El SMS falló,NOTIFICATIONS,P3,OPEN,ui,timezone,,TICKET_MESSAGE,2026-02-16 12:18:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,APPOINTMENT,APPT-000080
464,user055@mail.com,Julian Diaz,3756551256,Bello,INACTIVE,B+,GOLD,2025-12-12,SMS,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000002,Me aparece mi cuenta duplicada,ACCOUNT,P3,OPEN,duplicate,,,TICKET_MESSAGE,2026-02-17 02:03:00,AGENT,Support Andres,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000281
465,user128@mail.com,Mateo Cortes,3858549733,Envigado,ACTIVE,A-,SILVER,2025-11-13,SMS,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000092,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,provider,access,reschedule,TICKET_CREATED,2026-02-19 20:15:00,USER,Mateo Cortes,"Hola, necesito ayuda con esto.",https://example.local/att/screenshot.png,NOTIFICATION,NOTIF-000416
466,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000066,No puedo actualizar mis datos,OTHER,P1,OPEN,email,timezone,verification,TICKET_MESSAGE,2026-02-19 08:49:00,USER,Sofia Bernal,Adjunto evidencia.,,NOTIFICATION,NOTIF-000149
467,user098@mail.com,Sara Cortes,3468862392,Envigado,ACTIVE,AB-,SILVER,2026-01-20,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000029,Problema con verificación de correo,OTHER,P3,OPEN,verification,reminder,timezone,TICKET_MESSAGE,2026-02-18 13:23:00,USER,Sara Cortes,"Sigue igual, no me deja.",,APPOINTMENT,APPT-000106
468,user168@mail.com,Julian Mejia,3886805891,Medellin,ACTIVE,B-,BRONZE,2026-02-13,SMS,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000070,El SMS falló,ACCOUNT,P1,OPEN,failed,ui,duplicate,TICKET_MESSAGE,2026-02-20 02:24:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000163
469,user130@mail.com,Andres Diaz,3574733848,Bello,ACTIVE,A+,BRONZE,2026-02-05,SMS,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000047,No puedo reprogramar mi cita,APPOINTMENTS,P1,OPEN,duplicate,,,TICKET_MESSAGE,2026-02-17 09:27:00,USER,Andres Diaz,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000462
470,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000058,No me llegó el recordatorio,APPOINTMENTS,P4,OPEN,whatsapp,,,TICKET_MESSAGE,2026-02-12 05:17:00,USER,Daniel Torres,"Sigue igual, no me deja.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000047
471,user110@mail.com,Camilo Moreno,3755719285,Sabaneta,ACTIVE,B+,BRONZE,2025-09-30,WHATSAPP,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000075,No puedo reprogramar mi cita,ACCOUNT,P4,OPEN,timezone,duplicate,failed,TICKET_MESSAGE,2026-02-20 05:16:00,USER,Camilo Moreno,"Gracias, quedo atento.",,APPOINTMENT,APPT-000356
472,user166@mail.com,Luisa Herrera,3793564651,Itagui,ACTIVE,A+,GOLD,2026-01-19,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000100,El SMS falló,ACCOUNT,P2,RESOLVED,bug,failed,email,TICKET_STATUS_CHANGED,2026-02-20 02:52:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000119
473,user166@mail.com,Luisa Herrera,3793564651,Itagui,ACTIVE,A+,GOLD,2026-01-19,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000090,El SMS falló,ACCOUNT,P3,OPEN,provider,reminder,,TICKET_CREATED,2026-02-19 01:18:00,USER,Luisa Herrera,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000390
474,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000061,Problema con verificación de correo,NOTIFICATIONS,P2,OPEN,timezone,ui,,TICKET_MESSAGE,2026-02-13 10:42:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000420
475,user160@mail.com,Felipe Mejia,3629619431,Medellin,ACTIVE,A+,SILVER,2026-02-10,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000025,No me llegó el recordatorio,OTHER,P1,OPEN,whatsapp,,,TICKET_MESSAGE,2026-02-17 19:17:00,USER,Felipe Mejia,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000288
476,user130@mail.com,Andres Diaz,3574733848,Bello,ACTIVE,A+,BRONZE,2026-02-05,SMS,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000047,No puedo reprogramar mi cita,APPOINTMENTS,P1,OPEN,failed,reminder,,TICKET_MESSAGE,2026-02-17 14:46:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000462
477,user116@mail.com,Maria Moreno,3498182992,Bogota,ACTIVE,O+,BRONZE,2025-09-21,WHATSAPP,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000035,Problema con verificación de correo,OTHER,P2,OPEN,ui,duplicate,,TICKET_MESSAGE,2026-02-18 20:58:00,USER,Maria Moreno,Adjunto evidencia.,,APPOINTMENT,APPT-000272
478,user066@mail.com,Andres Arias,3474367136,Itagui,ACTIVE,B+,GOLD,2025-11-15,WHATSAPP,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000064,No veo la campaña en mi ciudad,CAMPAIGNS,P4,OPEN,ui,whatsapp,,TICKET_CREATED,2026-02-10 17:27:00,USER,Andres Arias,Tengo un problema y no sé qué pasó.,https://example.local/att/screenshot.png,APPOINTMENT,APPT-000372
479,user088@mail.com,Juan Arias,3968164535,Bogota,ACTIVE,O-,GOLD,2026-01-09,WHATSAPP,Donacion Consciente - Valle de Aburra,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000026,Error al confirmar cita,OTHER,P4,OPEN,whatsapp,provider,,TICKET_MESSAGE,2026-02-12 11:25:00,AGENT,Support Juan,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000433
480,user043@mail.com,Maria Cortes,3379965075,Bogota,INACTIVE,A-,SILVER,2025-11-06,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000010,No veo la campaña en mi ciudad,CAMPAIGNS,P3,OPEN,timezone,,,TICKET_MESSAGE,2026-02-14 10:23:00,AGENT,Support Andres,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000275
481,user060@mail.com,Julian Moreno,3787558867,Envigado,ACTIVE,A-,GOLD,2025-12-08,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000014,No puedo actualizar mis datos,NOTIFICATIONS,P2,IN_PROGRESS,duplicate,,,TICKET_STATUS_CHANGED,2026-02-19 17:09:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000274
482,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000081,El SMS falló,OTHER,P2,OPEN,provider,,,TICKET_MESSAGE,2026-02-18 17:21:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000419
483,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000056,No puedo reprogramar mi cita,APPOINTMENTS,P2,CLOSED,reminder,whatsapp,bug,TICKET_STATUS_CHANGED,2026-02-18 08:51:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,APPOINTMENT,APPT-000018
484,user012@mail.com,Juan Vargas,3150983930,Medellin,ACTIVE,A-,BRONZE,2025-09-09,EMAIL,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000046,No puedo reprogramar mi cita,OTHER,P2,IN_PROGRESS,access,,,TICKET_STATUS_CHANGED,2026-02-12 07:28:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000294
485,user103@mail.com,Daniel Vargas,3962185188,Itagui,ACTIVE,AB+,SILVER,2025-09-12,SMS,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000049,No puedo reprogramar mi cita,OTHER,P1,OPEN,timezone,access,,TICKET_MESSAGE,2026-02-10 15:29:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000225
486,user179@mail.com,Valentina Arias,3134074517,Medellin,ACTIVE,A-,GOLD,2026-01-29,SMS,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000084,Problema con verificación de correo,OTHER,P2,OPEN,reschedule,whatsapp,duplicate,TICKET_MESSAGE,2026-02-19 17:21:00,USER,Valentina Arias,"Gracias, quedo atento.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000283
487,user074@mail.com,Sofia Ramirez,3183933529,Medellin,ACTIVE,A+,BRONZE,2026-01-17,EMAIL,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000037,Me aparece mi cuenta duplicada,APPOINTMENTS,P1,OPEN,reschedule,,,TICKET_CREATED,2026-02-16 11:46:00,USER,Sofia Ramirez,No me funciona desde ayer.,,APPOINTMENT,APPT-000386
488,user062@mail.com,Sara Rojas,3262174596,Bello,ACTIVE,B-,GOLD,2026-01-15,EMAIL,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000091,Me aparece mi cuenta duplicada,CAMPAIGNS,P1,OPEN,sms,reminder,,TICKET_MESSAGE,2026-02-19 20:08:00,AGENT,Support Andres,Voy a escalarlo al proveedor.,,NOTIFICATION,NOTIF-000274
489,user096@mail.com,Andres Torres,3888059296,Bogota,ACTIVE,A+,GOLD,2026-02-07,WHATSAPP,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000057,No veo la campaña en mi ciudad,CAMPAIGNS,P4,OPEN,bug,,,TICKET_MESSAGE,2026-02-18 14:03:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000084
490,user017@mail.com,Camilo Perez,3500978820,Itagui,ACTIVE,A+,BRONZE,2026-01-31,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000023,No puedo reprogramar mi cita,OTHER,P4,OPEN,provider,,,TICKET_MESSAGE,2026-02-12 15:46:00,USER,Camilo Perez,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000089
491,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000068,No me llegó el recordatorio,OTHER,P3,CLOSED,failed,reminder,bug,TICKET_STATUS_CHANGED,2026-02-10 22:48:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000336
492,user055@mail.com,Julian Diaz,3756551256,Bello,INACTIVE,B+,GOLD,2025-12-12,SMS,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000002,Me aparece mi cuenta duplicada,ACCOUNT,P3,OPEN,sms,,,TICKET_MESSAGE,2026-02-16 22:10:00,AGENT,Support Andres,Voy a escalarlo al proveedor.,,NOTIFICATION,NOTIF-000281
493,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000012,No me llegó el recordatorio,NOTIFICATIONS,P4,CLOSED,provider,,,TICKET_STATUS_CHANGED,2026-02-15 12:49:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,APPOINTMENT,APPT-000294
494,user054@mail.com,Maria Rojas,3139904902,Sabaneta,INACTIVE,B+,BRONZE,2026-01-28,EMAIL,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000079,Me aparece mi cuenta duplicada,APPOINTMENTS,P2,OPEN,provider,sms,,TICKET_CREATED,2026-02-13 23:08:00,USER,Maria Rojas,¿Me pueden confirmar si está bien?,,NOTIFICATION,NOTIF-000273
495,user118@mail.com,Camilo Gomez,3767735925,Bello,ACTIVE,B-,SILVER,2025-10-04,EMAIL,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000040,El SMS falló,NOTIFICATIONS,P1,IN_PROGRESS,access,provider,,TICKET_STATUS_CHANGED,2026-02-19 16:24:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000092
496,user023@mail.com,Felipe Perez,3598262045,Medellin,ACTIVE,A-,GOLD,2025-11-03,SMS,Semana del Donante - Bogota,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000021,Error al confirmar cita,OTHER,P4,CLOSED,access,,,TICKET_STATUS_CHANGED,2026-02-15 17:11:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000267
497,user011@mail.com,Julian Gomez,3489638346,Bello,ACTIVE,AB-,GOLD,2025-12-25,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000044,El SMS falló,CAMPAIGNS,P2,OPEN,provider,,,TICKET_CREATED,2026-02-12 23:54:00,USER,Julian Gomez,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000190
498,user170@mail.com,Carolina Moreno,3507146112,Envigado,ACTIVE,B-,SILVER,2025-10-23,SMS,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000016,Error al confirmar cita,OTHER,P1,OPEN,email,,,TICKET_MESSAGE,2026-02-12 02:56:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000166
499,user088@mail.com,Juan Arias,3968164535,Bogota,ACTIVE,O-,GOLD,2026-01-09,WHATSAPP,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000026,Error al confirmar cita,OTHER,P4,OPEN,sms,provider,access,TICKET_MESSAGE,2026-02-12 11:54:00,USER,Juan Arias,"Sigue igual, no me deja.",,NOTIFICATION,NOTIF-000433
500,user074@mail.com,Sofia Ramirez,3183933529,Medellin,ACTIVE,A+,BRONZE,2026-01-17,EMAIL,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000037,Me aparece mi cuenta duplicada,APPOINTMENTS,P1,OPEN,timezone,provider,,TICKET_MESSAGE,2026-02-16 17:53:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000386
501,user179@mail.com,Valentina Arias,3134074517,Medellin,ACTIVE,A-,GOLD,2026-01-29,SMS,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000084,Problema con verificación de correo,OTHER,P2,OPEN,access,reschedule,,TICKET_CREATED,2026-02-19 15:56:00,USER,Valentina Arias,Tengo un problema y no sé qué pasó.,,NOTIFICATION,NOTIF-000283
502,user162@mail.com,Felipe Arias,3101581995,Sabaneta,ACTIVE,B+,SILVER,2025-12-09,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000043,No puedo actualizar mis datos,OTHER,P4,RESOLVED,duplicate,verification,reschedule,TICKET_STATUS_CHANGED,2026-02-13 14:22:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000283
503,user099@mail.com,Carolina Torres,3412478261,Bogota,INACTIVE,B-,BRONZE,2025-12-16,WHATSAPP,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000073,No me llegó el recordatorio,CAMPAIGNS,P4,IN_PROGRESS,verification,timezone,,TICKET_STATUS_CHANGED,2026-02-16 20:56:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000172
504,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Jornada Salvadores de Vida,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000027,Problema con verificación de correo,APPOINTMENTS,P1,OPEN,timezone,email,verification,TICKET_MESSAGE,2026-02-12 09:10:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000324
505,user110@mail.com,Camilo Moreno,3755719285,Sabaneta,ACTIVE,B+,BRONZE,2025-09-30,WHATSAPP,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000075,No puedo reprogramar mi cita,ACCOUNT,P4,OPEN,bug,ui,,TICKET_MESSAGE,2026-02-20 06:47:00,AGENT,Support Maria,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000356
506,user006@mail.com,Paula Castro,3139537672,Envigado,ACTIVE,A-,GOLD,2026-01-22,SMS,Jornada Salvadores de Vida,Bello,2026-02-05,2026-03-01,,,,SMS,Tu cita fue reprogramada,SENT,2026-02-17 05:45:00,,,,,,,,,NOTIFICATION_SENT,2026-02-17 05:45:00,,,,,NOTIFICATION,NOTIF-000098
507,user058@mail.com,Felipe Arias,3131712748,Bello,ACTIVE,AB+,SILVER,2025-12-30,WHATSAPP,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000020,No puedo reprogramar mi cita,OTHER,P1,OPEN,whatsapp,access,bug,TICKET_MESSAGE,2026-02-17 23:34:00,AGENT,Support Lina,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000044
508,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000041,Error al confirmar cita,APPOINTMENTS,P3,IN_PROGRESS,verification,provider,bug,TICKET_STATUS_CHANGED,2026-02-20 12:44:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000284
509,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000022,Me aparece mi cuenta duplicada,NOTIFICATIONS,P4,OPEN,email,,,TICKET_MESSAGE,2026-02-14 04:50:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000011
510,user096@mail.com,Andres Torres,3888059296,Bogota,ACTIVE,A+,GOLD,2026-02-07,WHATSAPP,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000057,No veo la campaña en mi ciudad,CAMPAIGNS,P4,OPEN,provider,access,duplicate,TICKET_CREATED,2026-02-18 11:13:00,USER,Andres Torres,Tengo un problema y no sé qué pasó.,,APPOINTMENT,APPT-000084
511,user098@mail.com,Sara Cortes,3468862392,Envigado,ACTIVE,AB-,SILVER,2026-01-20,WHATSAPP,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000029,Problema con verificación de correo,OTHER,P3,OPEN,bug,,,TICKET_MESSAGE,2026-02-18 10:13:00,USER,Sara Cortes,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000106
512,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000061,Problema con verificación de correo,NOTIFICATIONS,P2,RESOLVED,email,,,TICKET_STATUS_CHANGED,2026-02-13 12:55:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000420
513,user054@mail.com,Maria Rojas,3139904902,Sabaneta,INACTIVE,B+,BRONZE,2026-01-28,EMAIL,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000079,Me aparece mi cuenta duplicada,APPOINTMENTS,P2,OPEN,reschedule,failed,email,TICKET_MESSAGE,2026-02-14 00:36:00,USER,Maria Rojas,"Sigue igual, no me deja.",,NOTIFICATION,NOTIF-000273
514,user085@mail.com,Julian Herrera,3036900343,Bogota,ACTIVE,B+,SILVER,2025-10-01,WHATSAPP,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000012,No me llegó el recordatorio,NOTIFICATIONS,P4,OPEN,whatsapp,,,TICKET_MESSAGE,2026-02-15 09:54:00,USER,Julian Herrera,Adjunto evidencia.,,APPOINTMENT,APPT-000294
515,user104@mail.com,Paula Navarro,3405153195,Bogota,ACTIVE,B-,GOLD,2025-11-26,SMS,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000082,No veo la campaña en mi ciudad,OTHER,P1,OPEN,ui,provider,,TICKET_MESSAGE,2026-02-17 18:30:00,AGENT,Support Maria,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000254
516,user125@mail.com,Carolina Bernal,3947055169,Envigado,ACTIVE,AB-,SILVER,2026-02-15,SMS,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000095,Problema con verificación de correo,NOTIFICATIONS,P2,OPEN,access,reminder,timezone,TICKET_MESSAGE,2026-02-12 15:26:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000215
517,user151@mail.com,Santiago Herrera,3235369378,Bello,ACTIVE,B+,SILVER,2026-02-12,SMS,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000074,Problema con verificación de correo,CAMPAIGNS,P4,OPEN,timezone,bug,email,TICKET_MESSAGE,2026-02-17 11:37:00,AGENT,Support Andres,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000308
518,user030@mail.com,Luisa Cortes,3773872148,Bello,ACTIVE,O-,BRONZE,2026-02-20,EMAIL,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000034,Error al confirmar cita,APPOINTMENTS,P1,OPEN,bug,timezone,,TICKET_CREATED,2026-02-17 13:01:00,USER,Luisa Cortes,¿Me pueden confirmar si está bien?,,NOTIFICATION,NOTIF-000425
519,user141@mail.com,Andres Arias,3226567661,Bello,ACTIVE,B-,BRONZE,2025-10-16,SMS,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000050,Error al confirmar cita,OTHER,P3,OPEN,timezone,,,TICKET_MESSAGE,2026-02-17 07:16:00,USER,Andres Arias,"Sigue igual, no me deja.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000116
520,user141@mail.com,Andres Arias,3226567661,Bello,ACTIVE,B-,BRONZE,2025-10-16,SMS,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000050,Error al confirmar cita,OTHER,P3,RESOLVED,duplicate,reminder,reschedule,TICKET_STATUS_CHANGED,2026-02-17 16:24:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000116
521,user136@mail.com,Andres Rojas,3453017426,Bello,ACTIVE,O-,GOLD,2025-11-15,EMAIL,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000028,No puedo actualizar mis datos,NOTIFICATIONS,P1,OPEN,failed,email,,TICKET_CREATED,2026-02-20 07:28:00,USER,Andres Rojas,"Hola, necesito ayuda con esto.",,APPOINTMENT,APPT-000356
